"Year, Month",UV_080m,WD_080m,Year,Month,Day,Hour,Min,Sec,Date_Time
2.01E+11,2.7,271,2008,3,26,18,10,0,2008/3/26 18:10:0
2.01E+11,2.7,272,2008,3,26,18,20,0,2008/3/26 18:20:0
2.01E+11,2.5,274,2008,3,26,18,30,0,2008/3/26 18:30:0
2.01E+11,2.2,277,2008,3,26,18,40,0,2008/3/26 18:40:0
2.01E+11,1.9,280,2008,3,26,18,50,0,2008/3/26 18:50:0
2.01E+11,1.6,283,2008,3,26,19,0,0,2008/3/26 19:0:0
2.01E+11,1.4,285,2008,3,26,19,10,0,2008/3/26 19:10:0
2.01E+11,1.4,288,2008,3,26,19,20,0,2008/3/26 19:20:0
2.01E+11,1.7,290,2008,3,26,19,30,0,2008/3/26 19:30:0
2.01E+11,2.3,288,2008,3,26,19,40,0,2008/3/26 19:40:0
2.01E+11,3.1,285,2008,3,26,19,50,0,2008/3/26 19:50:0
2.01E+11,3.7,283,2008,3,26,20,0,0,2008/3/26 20:0:0
2.01E+11,3.8,282,2008,3,26,20,10,0,2008/3/26 20:10:0
2.01E+11,3.5,280,2008,3,26,20,20,0,2008/3/26 20:20:0
2.01E+11,3,279,2008,3,26,20,30,0,2008/3/26 20:30:0
2.01E+11,2.5,277,2008,3,26,20,40,0,2008/3/26 20:40:0
2.01E+11,2.1,273,2008,3,26,20,50,0,2008/3/26 20:50:0
2.01E+11,1.9,270,2008,3,26,21,0,0,2008/3/26 21:0:0
2.01E+11,1.9,268,2008,3,26,21,10,0,2008/3/26 21:10:0
2.01E+11,1.8,268,2008,3,26,21,20,0,2008/3/26 21:20:0
2.01E+11,1.8,270,2008,3,26,21,30,0,2008/3/26 21:30:0
2.01E+11,1.7,270,2008,3,26,21,40,0,2008/3/26 21:40:0
2.01E+11,1.6,265,2008,3,26,21,50,0,2008/3/26 21:50:0
2.01E+11,1.6,255,2008,3,26,22,0,0,2008/3/26 22:0:0
2.01E+11,1.5,244,2008,3,26,22,10,0,2008/3/26 22:10:0
2.01E+11,1.4,238,2008,3,26,22,20,0,2008/3/26 22:20:0
2.01E+11,1.3,242,2008,3,26,22,30,0,2008/3/26 22:30:0
2.01E+11,1.1,243,2008,3,26,22,40,0,2008/3/26 22:40:0
2.01E+11,1.2,227,2008,3,26,22,50,0,2008/3/26 22:50:0
2.01E+11,1.7,209,2008,3,26,23,0,0,2008/3/26 23:0:0
2.01E+11,2.2,201,2008,3,26,23,10,0,2008/3/26 23:10:0
2.01E+11,2.4,200,2008,3,26,23,20,0,2008/3/26 23:20:0
2.01E+11,1.7,198,2008,3,26,23,30,0,2008/3/26 23:30:0
2.01E+11,1.4,193,2008,3,26,23,40,0,2008/3/26 23:40:0
2.01E+11,1.4,189,2008,3,26,23,50,0,2008/3/26 23:50:0
2.01E+11,0.8,155,2008,3,27,0,0,0,2008/3/27 0:0:0
2.01E+11,0.7,105,2008,3,27,0,10,0,2008/3/27 0:10:0
2.01E+11,0.5,117,2008,3,27,0,20,0,2008/3/27 0:20:0
2.01E+11,0.3,194,2008,3,27,0,30,0,2008/3/27 0:30:0
2.01E+11,1.1,220,2008,3,27,0,40,0,2008/3/27 0:40:0
2.01E+11,2.1,201,2008,3,27,0,50,0,2008/3/27 0:50:0
2.01E+11,2.5,195,2008,3,27,1,0,0,2008/3/27 1:0:0
2.01E+11,2.5,188,2008,3,27,1,10,0,2008/3/27 1:10:0
2.01E+11,2.5,176,2008,3,27,1,20,0,2008/3/27 1:20:0
2.01E+11,3.4,173,2008,3,27,1,30,0,2008/3/27 1:30:0
2.01E+11,4.3,175,2008,3,27,1,40,0,2008/3/27 1:40:0
2.01E+11,4.1,181,2008,3,27,1,50,0,2008/3/27 1:50:0
2.01E+11,3.3,197,2008,3,27,2,0,0,2008/3/27 2:0:0
2.01E+11,3,215,2008,3,27,2,10,0,2008/3/27 2:10:0
2.01E+11,3,224,2008,3,27,2,20,0,2008/3/27 2:20:0
2.01E+11,3,231,2008,3,27,2,30,0,2008/3/27 2:30:0
2.01E+11,2.6,239,2008,3,27,2,40,0,2008/3/27 2:40:0
2.01E+11,2.5,238,2008,3,27,2,50,0,2008/3/27 2:50:0
2.01E+11,2.6,236,2008,3,27,3,0,0,2008/3/27 3:0:0
2.01E+11,3,238,2008,3,27,3,10,0,2008/3/27 3:10:0
2.01E+11,3.7,240,2008,3,27,3,20,0,2008/3/27 3:20:0
2.01E+11,4.4,240,2008,3,27,3,30,0,2008/3/27 3:30:0
2.01E+11,4.9,240,2008,3,27,3,40,0,2008/3/27 3:40:0
2.01E+11,5.4,239,2008,3,27,3,50,0,2008/3/27 3:50:0
2.01E+11,5.9,238,2008,3,27,4,0,0,2008/3/27 4:0:0
2.01E+11,6.2,237,2008,3,27,4,10,0,2008/3/27 4:10:0
2.01E+11,6.4,236,2008,3,27,4,20,0,2008/3/27 4:20:0
2.01E+11,6.6,236,2008,3,27,4,30,0,2008/3/27 4:30:0
2.01E+11,6.7,238,2008,3,27,4,40,0,2008/3/27 4:40:0
2.01E+11,6.9,240,2008,3,27,4,50,0,2008/3/27 4:50:0
2.01E+11,7.2,243,2008,3,27,5,0,0,2008/3/27 5:0:0
2.01E+11,7.5,245,2008,3,27,5,10,0,2008/3/27 5:10:0
2.01E+11,7.7,247,2008,3,27,5,20,0,2008/3/27 5:20:0
2.01E+11,7.8,250,2008,3,27,5,30,0,2008/3/27 5:30:0
2.01E+11,7.8,252,2008,3,27,5,40,0,2008/3/27 5:40:0
2.01E+11,7.8,254,2008,3,27,5,50,0,2008/3/27 5:50:0
2.01E+11,7.9,255,2008,3,27,6,0,0,2008/3/27 6:0:0
2.01E+11,8,255,2008,3,27,6,10,0,2008/3/27 6:10:0
2.01E+11,8.1,255,2008,3,27,6,20,0,2008/3/27 6:20:0
2.01E+11,8.2,256,2008,3,27,6,30,0,2008/3/27 6:30:0
2.01E+11,8.2,257,2008,3,27,6,40,0,2008/3/27 6:40:0
2.01E+11,8.1,257,2008,3,27,6,50,0,2008/3/27 6:50:0
2.01E+11,8,258,2008,3,27,7,0,0,2008/3/27 7:0:0
2.01E+11,8,258,2008,3,27,7,10,0,2008/3/27 7:10:0
2.01E+11,7.9,259,2008,3,27,7,20,0,2008/3/27 7:20:0
2.01E+11,7.8,260,2008,3,27,7,30,0,2008/3/27 7:30:0
2.01E+11,7.7,262,2008,3,27,7,40,0,2008/3/27 7:40:0
2.01E+11,7.6,263,2008,3,27,7,50,0,2008/3/27 7:50:0
2.01E+11,7.7,264,2008,3,27,8,0,0,2008/3/27 8:0:0
2.01E+11,7.9,265,2008,3,27,8,10,0,2008/3/27 8:10:0
2.01E+11,8.3,264,2008,3,27,8,20,0,2008/3/27 8:20:0
2.01E+11,8.7,263,2008,3,27,8,30,0,2008/3/27 8:30:0
2.01E+11,9.2,262,2008,3,27,8,40,0,2008/3/27 8:40:0
2.01E+11,9.6,261,2008,3,27,8,50,0,2008/3/27 8:50:0
2.01E+11,10.1,261,2008,3,27,9,0,0,2008/3/27 9:0:0
2.01E+11,10.4,260,2008,3,27,9,10,0,2008/3/27 9:10:0
2.01E+11,10.7,260,2008,3,27,9,20,0,2008/3/27 9:20:0
2.01E+11,10.9,260,2008,3,27,9,30,0,2008/3/27 9:30:0
2.01E+11,10.9,260,2008,3,27,9,40,0,2008/3/27 9:40:0
2.01E+11,10.8,260,2008,3,27,9,50,0,2008/3/27 9:50:0
2.01E+11,10.7,261,2008,3,27,10,0,0,2008/3/27 10:0:0
2.01E+11,10.4,262,2008,3,27,10,10,0,2008/3/27 10:10:0
2.01E+11,10.2,262,2008,3,27,10,20,0,2008/3/27 10:20:0
2.01E+11,9.9,263,2008,3,27,10,30,0,2008/3/27 10:30:0
2.01E+11,9.6,264,2008,3,27,10,40,0,2008/3/27 10:40:0
2.01E+11,9.4,265,2008,3,27,10,50,0,2008/3/27 10:50:0
2.01E+11,9.2,265,2008,3,27,11,0,0,2008/3/27 11:0:0
2.01E+11,9.2,265,2008,3,27,11,10,0,2008/3/27 11:10:0
2.01E+11,9.3,264,2008,3,27,11,20,0,2008/3/27 11:20:0
2.01E+11,9.3,262,2008,3,27,11,30,0,2008/3/27 11:30:0
2.01E+11,9.3,261,2008,3,27,11,40,0,2008/3/27 11:40:0
2.01E+11,9.5,258,2008,3,27,11,50,0,2008/3/27 11:50:0
2.01E+11,9.8,256,2008,3,27,12,0,0,2008/3/27 12:0:0
2.01E+11,10.4,254,2008,3,27,12,10,0,2008/3/27 12:10:0
2.01E+11,11,253,2008,3,27,12,20,0,2008/3/27 12:20:0
2.01E+11,11.4,252,2008,3,27,12,30,0,2008/3/27 12:30:0
2.01E+11,11.5,252,2008,3,27,12,40,0,2008/3/27 12:40:0
2.01E+11,11.4,252,2008,3,27,12,50,0,2008/3/27 12:50:0
2.01E+11,11.2,252,2008,3,27,13,0,0,2008/3/27 13:0:0
2.01E+11,11,252,2008,3,27,13,10,0,2008/3/27 13:10:0
2.01E+11,10.8,254,2008,3,27,13,20,0,2008/3/27 13:20:0
2.01E+11,10.6,255,2008,3,27,13,30,0,2008/3/27 13:30:0
2.01E+11,10.5,255,2008,3,27,13,40,0,2008/3/27 13:40:0
2.01E+11,10.5,254,2008,3,27,13,50,0,2008/3/27 13:50:0
2.01E+11,10.6,254,2008,3,27,14,0,0,2008/3/27 14:0:0
2.01E+11,10.6,254,2008,3,27,14,10,0,2008/3/27 14:10:0
2.01E+11,10.5,254,2008,3,27,14,20,0,2008/3/27 14:20:0
2.01E+11,10.2,254,2008,3,27,14,30,0,2008/3/27 14:30:0
2.01E+11,9.8,254,2008,3,27,14,40,0,2008/3/27 14:40:0
2.01E+11,9.3,255,2008,3,27,14,50,0,2008/3/27 14:50:0
2.01E+11,8.9,256,2008,3,27,15,0,0,2008/3/27 15:0:0
2.01E+11,8.5,257,2008,3,27,15,10,0,2008/3/27 15:10:0
2.01E+11,8.3,257,2008,3,27,15,20,0,2008/3/27 15:20:0
2.01E+11,8.2,257,2008,3,27,15,30,0,2008/3/27 15:30:0
2.01E+11,8.2,258,2008,3,27,15,40,0,2008/3/27 15:40:0
2.01E+11,8.3,258,2008,3,27,15,50,0,2008/3/27 15:50:0
2.01E+11,8.3,259,2008,3,27,16,0,0,2008/3/27 16:0:0
2.01E+11,8.4,260,2008,3,27,16,10,0,2008/3/27 16:10:0
2.01E+11,8.5,261,2008,3,27,16,20,0,2008/3/27 16:20:0
2.01E+11,8.6,263,2008,3,27,16,30,0,2008/3/27 16:30:0
2.01E+11,8.7,263,2008,3,27,16,40,0,2008/3/27 16:40:0
2.01E+11,8.7,263,2008,3,27,16,50,0,2008/3/27 16:50:0
2.01E+11,8.7,263,2008,3,27,17,0,0,2008/3/27 17:0:0
2.01E+11,8.6,262,2008,3,27,17,10,0,2008/3/27 17:10:0
2.01E+11,8.5,261,2008,3,27,17,20,0,2008/3/27 17:20:0
2.01E+11,8.2,259,2008,3,27,17,30,0,2008/3/27 17:30:0
2.01E+11,7.8,258,2008,3,27,17,40,0,2008/3/27 17:40:0
2.01E+11,7.4,263,2008,3,27,17,50,0,2008/3/27 17:50:0
2.01E+11,7.1,280,2008,3,27,18,0,0,2008/3/27 18:0:0
2.01E+11,7.9,296,2008,3,27,18,10,0,2008/3/27 18:10:0
2.01E+11,8.8,302,2008,3,27,18,20,0,2008/3/27 18:20:0
2.01E+11,9.2,302,2008,3,27,18,30,0,2008/3/27 18:30:0
2.01E+11,9.3,300,2008,3,27,18,40,0,2008/3/27 18:40:0
2.01E+11,9.2,298,2008,3,27,18,50,0,2008/3/27 18:50:0
2.01E+11,9.1,296,2008,3,27,19,0,0,2008/3/27 19:0:0
2.01E+11,9.1,295,2008,3,27,19,10,0,2008/3/27 19:10:0
2.01E+11,9,293,2008,3,27,19,20,0,2008/3/27 19:20:0
2.01E+11,8.6,293,2008,3,27,19,30,0,2008/3/27 19:30:0
2.01E+11,8.2,293,2008,3,27,19,40,0,2008/3/27 19:40:0
2.01E+11,8.2,290,2008,3,27,19,50,0,2008/3/27 19:50:0
2.01E+11,8.3,286,2008,3,27,20,0,0,2008/3/27 20:0:0
2.01E+11,8.2,284,2008,3,27,20,10,0,2008/3/27 20:10:0
2.01E+11,7.9,285,2008,3,27,20,20,0,2008/3/27 20:20:0
2.01E+11,7.5,283,2008,3,27,20,30,0,2008/3/27 20:30:0
2.01E+11,7.5,276,2008,3,27,20,40,0,2008/3/27 20:40:0
2.01E+11,8,267,2008,3,27,20,50,0,2008/3/27 20:50:0
2.01E+11,8.5,263,2008,3,27,21,0,0,2008/3/27 21:0:0
2.01E+11,8.9,263,2008,3,27,21,10,0,2008/3/27 21:10:0
2.01E+11,9.2,263,2008,3,27,21,20,0,2008/3/27 21:20:0
2.01E+11,9.4,262,2008,3,27,21,30,0,2008/3/27 21:30:0
2.01E+11,9.6,261,2008,3,27,21,40,0,2008/3/27 21:40:0
2.01E+11,9.8,261,2008,3,27,21,50,0,2008/3/27 21:50:0
2.01E+11,9.9,261,2008,3,27,22,0,0,2008/3/27 22:0:0
2.01E+11,9.9,263,2008,3,27,22,10,0,2008/3/27 22:10:0
2.01E+11,9.7,265,2008,3,27,22,20,0,2008/3/27 22:20:0
2.01E+11,9.4,267,2008,3,27,22,30,0,2008/3/27 22:30:0
2.01E+11,9.1,267,2008,3,27,22,40,0,2008/3/27 22:40:0
2.01E+11,9,265,2008,3,27,22,50,0,2008/3/27 22:50:0
2.01E+11,9.8,261,2008,3,27,23,0,0,2008/3/27 23:0:0
2.01E+11,9.8,259,2008,3,27,23,10,0,2008/3/27 23:10:0
2.01E+11,10,257,2008,3,27,23,20,0,2008/3/27 23:20:0
2.01E+11,10.3,254,2008,3,27,23,30,0,2008/3/27 23:30:0
2.01E+11,9.8,261,2008,3,27,23,40,0,2008/3/27 23:40:0
2.01E+11,10.3,266,2008,3,27,23,50,0,2008/3/27 23:50:0
2.01E+11,10.7,267,2008,3,28,0,0,0,2008/3/28 0:0:0
2.01E+11,10.7,267,2008,3,28,0,10,0,2008/3/28 0:10:0
2.01E+11,10.5,267,2008,3,28,0,20,0,2008/3/28 0:20:0
2.01E+11,10.4,267,2008,3,28,0,30,0,2008/3/28 0:30:0
2.01E+11,10.2,265,2008,3,28,0,40,0,2008/3/28 0:40:0
2.01E+11,10,263,2008,3,28,0,50,0,2008/3/28 0:50:0
2.01E+11,10.2,263,2008,3,28,1,0,0,2008/3/28 1:0:0
2.01E+11,10.3,261,2008,3,28,1,10,0,2008/3/28 1:10:0
2.01E+11,10.5,259,2008,3,28,1,20,0,2008/3/28 1:20:0
2.01E+11,10.7,259,2008,3,28,1,30,0,2008/3/28 1:30:0
2.01E+11,10.7,259,2008,3,28,1,40,0,2008/3/28 1:40:0
2.01E+11,10.8,260,2008,3,28,1,50,0,2008/3/28 1:50:0
2.01E+11,10.7,260,2008,3,28,2,0,0,2008/3/28 2:0:0
2.01E+11,10.6,261,2008,3,28,2,10,0,2008/3/28 2:10:0
2.01E+11,10.5,262,2008,3,28,2,20,0,2008/3/28 2:20:0
2.01E+11,10.4,262,2008,3,28,2,30,0,2008/3/28 2:30:0
2.01E+11,10.2,262,2008,3,28,2,40,0,2008/3/28 2:40:0
2.01E+11,10.2,261,2008,3,28,2,50,0,2008/3/28 2:50:0
2.01E+11,10.2,258,2008,3,28,3,0,0,2008/3/28 3:0:0
2.01E+11,10.2,258,2008,3,28,3,10,0,2008/3/28 3:10:0
2.01E+11,10.2,260,2008,3,28,3,20,0,2008/3/28 3:20:0
2.01E+11,10.3,261,2008,3,28,3,30,0,2008/3/28 3:30:0
2.01E+11,10.5,258,2008,3,28,3,40,0,2008/3/28 3:40:0
2.01E+11,10.7,256,2008,3,28,3,50,0,2008/3/28 3:50:0
2.01E+11,11,256,2008,3,28,4,0,0,2008/3/28 4:0:0
2.01E+11,10.9,257,2008,3,28,4,10,0,2008/3/28 4:10:0
2.01E+11,10.6,260,2008,3,28,4,20,0,2008/3/28 4:20:0
2.01E+11,10.3,261,2008,3,28,4,30,0,2008/3/28 4:30:0
2.01E+11,10.3,261,2008,3,28,4,40,0,2008/3/28 4:40:0
2.01E+11,10.5,260,2008,3,28,4,50,0,2008/3/28 4:50:0
2.01E+11,10.8,259,2008,3,28,5,0,0,2008/3/28 5:0:0
2.01E+11,11,257,2008,3,28,5,10,0,2008/3/28 5:10:0
2.01E+11,11.2,255,2008,3,28,5,20,0,2008/3/28 5:20:0
2.01E+11,11.2,255,2008,3,28,5,30,0,2008/3/28 5:30:0
2.01E+11,11.2,254,2008,3,28,5,40,0,2008/3/28 5:40:0
2.01E+11,11.2,254,2008,3,28,5,50,0,2008/3/28 5:50:0
2.01E+11,11.2,253,2008,3,28,6,0,0,2008/3/28 6:0:0
2.01E+11,11.3,252,2008,3,28,6,10,0,2008/3/28 6:10:0
2.01E+11,11.6,252,2008,3,28,6,20,0,2008/3/28 6:20:0
2.01E+11,11.8,249,2008,3,28,6,30,0,2008/3/28 6:30:0
2.01E+11,12,246,2008,3,28,6,40,0,2008/3/28 6:40:0
2.01E+11,11.9,246,2008,3,28,6,50,0,2008/3/28 6:50:0
2.01E+11,11.7,246,2008,3,28,7,0,0,2008/3/28 7:0:0
2.01E+11,11.5,247,2008,3,28,7,10,0,2008/3/28 7:10:0
2.01E+11,11.6,247,2008,3,28,7,20,0,2008/3/28 7:20:0
2.01E+11,11.6,247,2008,3,28,7,30,0,2008/3/28 7:30:0
2.01E+11,11.6,246,2008,3,28,7,40,0,2008/3/28 7:40:0
2.01E+11,11.5,246,2008,3,28,7,50,0,2008/3/28 7:50:0
2.01E+11,11.5,246,2008,3,28,8,0,0,2008/3/28 8:0:0
2.01E+11,11.4,246,2008,3,28,8,10,0,2008/3/28 8:10:0
2.01E+11,11.3,246,2008,3,28,8,20,0,2008/3/28 8:20:0
2.01E+11,11.1,246,2008,3,28,8,30,0,2008/3/28 8:30:0
2.01E+11,10.9,246,2008,3,28,8,40,0,2008/3/28 8:40:0
2.01E+11,10.8,246,2008,3,28,8,50,0,2008/3/28 8:50:0
2.01E+11,10.7,246,2008,3,28,9,0,0,2008/3/28 9:0:0
2.01E+11,10.6,245,2008,3,28,9,10,0,2008/3/28 9:10:0
2.01E+11,10.6,245,2008,3,28,9,20,0,2008/3/28 9:20:0
2.01E+11,10.6,244,2008,3,28,9,30,0,2008/3/28 9:30:0
2.01E+11,10.5,245,2008,3,28,9,40,0,2008/3/28 9:40:0
2.01E+11,10.2,245,2008,3,28,9,50,0,2008/3/28 9:50:0
2.01E+11,9.9,246,2008,3,28,10,0,0,2008/3/28 10:0:0
2.01E+11,9.6,247,2008,3,28,10,10,0,2008/3/28 10:10:0
2.01E+11,9.2,248,2008,3,28,10,20,0,2008/3/28 10:20:0
2.01E+11,8.7,250,2008,3,28,10,30,0,2008/3/28 10:30:0
2.01E+11,8.2,252,2008,3,28,10,40,0,2008/3/28 10:40:0
2.01E+11,7.7,256,2008,3,28,10,50,0,2008/3/28 10:50:0
2.01E+11,7.3,259,2008,3,28,11,0,0,2008/3/28 11:0:0
2.01E+11,7.1,260,2008,3,28,11,10,0,2008/3/28 11:10:0
2.01E+11,7.2,261,2008,3,28,11,20,0,2008/3/28 11:20:0
2.01E+11,7.4,261,2008,3,28,11,30,0,2008/3/28 11:30:0
2.01E+11,7.6,260,2008,3,28,11,40,0,2008/3/28 11:40:0
2.01E+11,7.9,259,2008,3,28,11,50,0,2008/3/28 11:50:0
2.01E+11,8.1,259,2008,3,28,12,0,0,2008/3/28 12:0:0
2.01E+11,8.4,259,2008,3,28,12,10,0,2008/3/28 12:10:0
2.01E+11,8.7,259,2008,3,28,12,20,0,2008/3/28 12:20:0
2.01E+11,8.7,257,2008,3,28,12,30,0,2008/3/28 12:30:0
2.01E+11,8.7,257,2008,3,28,12,40,0,2008/3/28 12:40:0
2.01E+11,8.8,259,2008,3,28,12,50,0,2008/3/28 12:50:0
2.01E+11,8.8,260,2008,3,28,13,0,0,2008/3/28 13:0:0
2.01E+11,8.8,262,2008,3,28,13,10,0,2008/3/28 13:10:0
2.01E+11,8.8,264,2008,3,28,13,20,0,2008/3/28 13:20:0
2.01E+11,8.7,265,2008,3,28,13,30,0,2008/3/28 13:30:0
2.01E+11,8.4,266,2008,3,28,13,40,0,2008/3/28 13:40:0
2.01E+11,8.2,268,2008,3,28,13,50,0,2008/3/28 13:50:0
2.01E+11,8.2,272,2008,3,28,14,0,0,2008/3/28 14:0:0
2.01E+11,8.3,274,2008,3,28,14,10,0,2008/3/28 14:10:0
2.01E+11,8.2,275,2008,3,28,14,20,0,2008/3/28 14:20:0
2.01E+11,7.9,275,2008,3,28,14,30,0,2008/3/28 14:30:0
2.01E+11,7.6,274,2008,3,28,14,40,0,2008/3/28 14:40:0
2.01E+11,7.2,274,2008,3,28,14,50,0,2008/3/28 14:50:0
2.01E+11,6.8,275,2008,3,28,15,0,0,2008/3/28 15:0:0
2.01E+11,6.5,276,2008,3,28,15,10,0,2008/3/28 15:10:0
2.01E+11,6.2,277,2008,3,28,15,20,0,2008/3/28 15:20:0
2.01E+11,5.9,279,2008,3,28,15,30,0,2008/3/28 15:30:0
2.01E+11,5.6,281,2008,3,28,15,40,0,2008/3/28 15:40:0
2.01E+11,5.4,282,2008,3,28,15,50,0,2008/3/28 15:50:0
2.01E+11,5.2,283,2008,3,28,16,0,0,2008/3/28 16:0:0
2.01E+11,4.9,284,2008,3,28,16,10,0,2008/3/28 16:10:0
2.01E+11,4.7,286,2008,3,28,16,20,0,2008/3/28 16:20:0
2.01E+11,4.4,287,2008,3,28,16,30,0,2008/3/28 16:30:0
2.01E+11,4.2,289,2008,3,28,16,40,0,2008/3/28 16:40:0
2.01E+11,4,293,2008,3,28,16,50,0,2008/3/28 16:50:0
2.01E+11,3.8,297,2008,3,28,17,0,0,2008/3/28 17:0:0
2.01E+11,3.7,302,2008,3,28,17,10,0,2008/3/28 17:10:0
2.01E+11,3.7,306,2008,3,28,17,20,0,2008/3/28 17:20:0
2.01E+11,3.9,307,2008,3,28,17,30,0,2008/3/28 17:30:0
2.01E+11,4.3,304,2008,3,28,17,40,0,2008/3/28 17:40:0
2.01E+11,4.8,300,2008,3,28,17,50,0,2008/3/28 17:50:0
2.01E+11,5,298,2008,3,28,18,0,0,2008/3/28 18:0:0
2.01E+11,5,296,2008,3,28,18,10,0,2008/3/28 18:10:0
2.01E+11,4.9,292,2008,3,28,18,20,0,2008/3/28 18:20:0
2.01E+11,4.9,286,2008,3,28,18,30,0,2008/3/28 18:30:0
2.01E+11,5.3,281,2008,3,28,18,40,0,2008/3/28 18:40:0
2.01E+11,5.5,273,2008,3,28,18,50,0,2008/3/28 18:50:0
2.01E+11,5.2,267,2008,3,28,19,0,0,2008/3/28 19:0:0
2.01E+11,4.6,265,2008,3,28,19,10,0,2008/3/28 19:10:0
2.01E+11,4.1,262,2008,3,28,19,20,0,2008/3/28 19:20:0
2.01E+11,4,259,2008,3,28,19,30,0,2008/3/28 19:30:0
2.01E+11,4,258,2008,3,28,19,40,0,2008/3/28 19:40:0
2.01E+11,4,259,2008,3,28,19,50,0,2008/3/28 19:50:0
2.01E+11,3.8,261,2008,3,28,20,0,0,2008/3/28 20:0:0
2.01E+11,3.6,265,2008,3,28,20,10,0,2008/3/28 20:10:0
2.01E+11,3.3,269,2008,3,28,20,20,0,2008/3/28 20:20:0
2.01E+11,3,271,2008,3,28,20,30,0,2008/3/28 20:30:0
2.01E+11,2.7,270,2008,3,28,20,40,0,2008/3/28 20:40:0
2.01E+11,2.3,270,2008,3,28,20,50,0,2008/3/28 20:50:0
2.01E+11,2,260,2008,3,28,21,0,0,2008/3/28 21:0:0
2.01E+11,2.3,231,2008,3,28,21,10,0,2008/3/28 21:10:0
2.01E+11,3.1,209,2008,3,28,21,20,0,2008/3/28 21:20:0
2.01E+11,3.7,196,2008,3,28,21,30,0,2008/3/28 21:30:0
2.01E+11,3.8,192,2008,3,28,21,40,0,2008/3/28 21:40:0
2.01E+11,3.3,194,2008,3,28,21,50,0,2008/3/28 21:50:0
2.01E+11,2.4,203,2008,3,28,22,0,0,2008/3/28 22:0:0
2.01E+11,1.7,220,2008,3,28,22,10,0,2008/3/28 22:10:0
2.01E+11,1.2,241,2008,3,28,22,20,0,2008/3/28 22:20:0
2.01E+11,0.8,267,2008,3,28,22,30,0,2008/3/28 22:30:0
2.01E+11,0.5,315,2008,3,28,22,40,0,2008/3/28 22:40:0
2.01E+11,0.3,37,2008,3,28,22,50,0,2008/3/28 22:50:0
2.01E+11,0.9,118,2008,3,28,23,0,0,2008/3/28 23:0:0
2.01E+11,2.1,133,2008,3,28,23,10,0,2008/3/28 23:10:0
2.01E+11,2.9,130,2008,3,28,23,20,0,2008/3/28 23:20:0
2.01E+11,2.4,111,2008,3,28,23,30,0,2008/3/28 23:30:0
2.01E+11,2.1,78,2008,3,28,23,40,0,2008/3/28 23:40:0
2.01E+11,2.3,70,2008,3,28,23,50,0,2008/3/28 23:50:0
2.01E+11,2.6,75,2008,3,29,0,0,0,2008/3/29 0:0:0
2.01E+11,2.7,76,2008,3,29,0,10,0,2008/3/29 0:10:0
2.01E+11,2.7,74,2008,3,29,0,20,0,2008/3/29 0:20:0
2.01E+11,2.8,77,2008,3,29,0,30,0,2008/3/29 0:30:0
2.01E+11,2.9,82,2008,3,29,0,40,0,2008/3/29 0:40:0
2.01E+11,3,85,2008,3,29,0,50,0,2008/3/29 0:50:0
2.01E+11,3.2,87,2008,3,29,1,0,0,2008/3/29 1:0:0
2.01E+11,3.5,89,2008,3,29,1,10,0,2008/3/29 1:10:0
2.01E+11,3.9,89,2008,3,29,1,20,0,2008/3/29 1:20:0
2.01E+11,4.1,86,2008,3,29,1,30,0,2008/3/29 1:30:0
2.01E+11,4,82,2008,3,29,1,40,0,2008/3/29 1:40:0
2.01E+11,3.8,77,2008,3,29,1,50,0,2008/3/29 1:50:0
2.01E+11,3.7,76,2008,3,29,2,0,0,2008/3/29 2:0:0
2.01E+11,4,84,2008,3,29,2,10,0,2008/3/29 2:10:0
2.01E+11,4.3,97,2008,3,29,2,20,0,2008/3/29 2:20:0
2.01E+11,4.2,108,2008,3,29,2,30,0,2008/3/29 2:30:0
2.01E+11,4.2,115,2008,3,29,2,40,0,2008/3/29 2:40:0
2.01E+11,4.2,115,2008,3,29,2,50,0,2008/3/29 2:50:0
2.01E+11,4.4,109,2008,3,29,3,0,0,2008/3/29 3:0:0
2.01E+11,4.9,105,2008,3,29,3,10,0,2008/3/29 3:10:0
2.01E+11,5.4,106,2008,3,29,3,20,0,2008/3/29 3:20:0
2.01E+11,5.6,108,2008,3,29,3,30,0,2008/3/29 3:30:0
2.01E+11,5.1,106,2008,3,29,3,40,0,2008/3/29 3:40:0
2.01E+11,4.4,95,2008,3,29,3,50,0,2008/3/29 3:50:0
2.01E+11,4.1,79,2008,3,29,4,0,0,2008/3/29 4:0:0
2.01E+11,4,68,2008,3,29,4,10,0,2008/3/29 4:10:0
2.01E+11,4,68,2008,3,29,4,20,0,2008/3/29 4:20:0
2.01E+11,4.2,75,2008,3,29,4,30,0,2008/3/29 4:30:0
2.01E+11,4,76,2008,3,29,4,40,0,2008/3/29 4:40:0
2.01E+11,3.8,77,2008,3,29,4,50,0,2008/3/29 4:50:0
2.01E+11,3.7,77,2008,3,29,5,0,0,2008/3/29 5:0:0
2.01E+11,3.9,81,2008,3,29,5,10,0,2008/3/29 5:10:0
2.01E+11,4.2,85,2008,3,29,5,20,0,2008/3/29 5:20:0
2.01E+11,4.4,84,2008,3,29,5,30,0,2008/3/29 5:30:0
2.01E+11,4.5,81,2008,3,29,5,40,0,2008/3/29 5:40:0
2.01E+11,4.6,79,2008,3,29,5,50,0,2008/3/29 5:50:0
